ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	logFC	AveExpr	t	P.Value	padj	B
ENSRNOG00000007771	Dbil5			1.853723350230766	-0.2737063920745144	5.2063448180486915	8.633064413039542e-6	0.18442815505576374	-0.4259964959333775
ENSRNOG00000048823	AABR07007146.1	ENSG00000172831	CES2	2.8546657068785457	-3.5712978182418684	4.901972178969291	2.165082662125778e-5	0.23126330455496497	-0.05919039183924202
ENSRNOG00000010598	Hs3st1	ENSG00000002587	HS3ST1	-1.542678445750787	4.84299485210816	-4.097514526535817	2.3580900209835222e-4	0.42769658241682174	0.3500314527925772
ENSRNOG00000048004	Garem2	ENSG00000157833	GAREM2	3.0463023000741103	-2.038267446607427	4.110847833570591	2.2683039918767694e-4	0.42769658241682174	-1.5944588795283234
ENSRNOG00000059962	AABR07025787.1			3.3317137064031423	-3.644913199430036	4.534874796459758	6.501848069373772e-5	0.42769658241682174	-1.0564008173055242
ENSRNOG00000013768	Defb1			4.207084353858102	-3.776862795515373	4.063569527225875	2.602656729587924e-4	0.42769658241682174	-1.5207527615521923
ENSRNOG00000031927	Klk6	ENSG00000167755	KLK6	3.8808176695357774	-4.817614763917964	4.091532723313718	2.3994923241957126e-4	0.42769658241682174	-1.4560471022268682
ENSRNOG00000003950	Lvrn	ENSG00000172901	LVRN	-2.902371455036257	-2.7698256984336425	-4.417649064350159	9.208692892257233e-5	0.42769658241682174	-1.0030221552801617
ENSRNOG00000002695	Tfb2m	ENSG00000162851	TFB2M	0.46503807874143277	4.8277193147505715	4.17921027953913	1.857989349185446e-4	0.42769658241682174	0.5970320351489073
ENSRNOG00000019675	Pycard	ENSG00000103490	PYCARD	1.235075293550889	3.8225562738358208	4.084301767836694	2.450490378315452e-4	0.42769658241682174	0.28167675466919295
ENSRNOG00000027850	AABR07037173.1	ENSG00000126752	SSX1	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000241476	SSX2	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000187754	SSX7	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000268009	SSX4	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000165583	SSX5	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000165584	SSX3	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000268447	SSX2B	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000027850	AABR07037173.1	ENSG00000269791	SSX4B	2.7676824641057483	-2.8072146398310713	4.07849682716829	2.492196751896852e-4	0.42769658241682174	-1.5516762462857656
ENSRNOG00000042367	Cyp2ab1			2.822907152663537	-3.9833477897845166	4.2135173472329	1.6804353425676767e-4	0.42769658241682174	-1.1013196931859577
ENSRNOG00000027797	Nit2	ENSG00000114021	NIT2	0.6764655880984582	6.227221788127684	4.080556517385476	2.477319793775733e-4	0.42769658241682174	0.4541494157594501
ENSRNOG00000029875	Mrpl41	ENSG00000182154	MRPL41	0.4849179361740106	5.376731516177664	4.007315718207093	3.0635708036576487e-4	0.43631375385692234	0.25041721040769094
ENSRNOG00000022353	Klk13	ENSG00000167759	KLK13	4.431335528953502	-4.840113458837746	4.028945215530067	2.8776166570099014e-4	0.43631375385692234	-1.5361423429787937
ENSRNOG00000009773	Elovl4	ENSG00000118402	ELOVL4	2.268697026986966	2.6193646264447312	3.9774504809581184	3.3397275080234535e-4	0.4459162422119065	-0.6114436359605033
ENSRNOG00000005743	Dapl1			3.8520792958584176	-1.5855320846490262	3.772969620131434	5.999593893688448e-4	0.6103301159565063	-1.9165451516469534
ENSRNOG00000034266	Ccdc63	ENSG00000173093	CCDC63	-2.4689635769466296	-4.883042884297232	-3.823428714166063	5.196615138134928e-4	0.6103301159565063	-1.602880913927247
ENSRNOG00000007979	Phospho2	ENSG00000144362	PHOSPHO2	0.4844070687290376	4.477625140370025	3.8339586652794404	5.042733543823616e-4	0.6103301159565063	-0.27789877889407766
ENSRNOG00000023953	Csta	ENSG00000121552	CSTA	4.393725925439978	-4.630600941889174	3.791136909466868	5.69750676576073e-4	0.6103301159565063	-1.8477039040124104
