ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	logFC	AveExpr	t	P.Value	padj	B
ENSRNOG00000046558	LOC103691965			8.99561526909196	-5.56299881883063	26.105447583638636	1.6626427316488547e-24	1.1839678892071495e-20	42.00310908360655
ENSRNOG00000013796	Svs4			8.99561526909196	-5.56299881883063	26.105447583638636	1.6626427316488547e-24	1.1839678892071495e-20	42.00310908360655
ENSRNOG00000058182	LOC103694889			8.99561526909196	-5.56299881883063	26.105447583638636	1.6626427316488547e-24	1.1839678892071495e-20	42.00310908360655
ENSRNOG00000012197	Bpifb2	ENSG00000078898	BPIFB2	5.145938910549656	-5.828742193194576	20.24025564484611	7.027124011605564e-21	3.753011256498242e-17	30.86659146877247
ENSRNOG00000060893	Svs3a	ENSG00000124233	SEMG1	4.434543580751057	-5.867824214559775	17.80441509280608	4.213935383839892e-19	1.286032880071023e-15	27.97599863109479
ENSRNOG00000060893	Svs3a	ENSG00000124157	SEMG2	4.434543580751057	-5.867824214559775	17.80441509280608	4.213935383839892e-19	1.286032880071023e-15	27.97599863109479
ENSRNOG00000059369	LOC103691966	ENSG00000124233	SEMG1	4.434543580751057	-5.867824214559775	17.80441509280608	4.213935383839892e-19	1.286032880071023e-15	27.97599863109479
ENSRNOG00000059369	LOC103691966	ENSG00000124157	SEMG2	4.434543580751057	-5.867824214559775	17.80441509280608	4.213935383839892e-19	1.286032880071023e-15	27.97599863109479
ENSRNOG00000048418	Svs3a	ENSG00000124233	SEMG1	4.434543580751057	-5.867824214559775	17.80441509280608	4.213935383839892e-19	1.286032880071023e-15	27.97599863109479
ENSRNOG00000048418	Svs3a	ENSG00000124157	SEMG2	4.434543580751057	-5.867824214559775	17.80441509280608	4.213935383839892e-19	1.286032880071023e-15	27.97599863109479
ENSRNOG00000046583	Olr1365	ENSG00000168124	OR1F1	3.3852051667816063	-5.926212059308259	15.164857402086438	6.125961401735971e-17	1.4540990380587282e-13	25.365699226281876
ENSRNOG00000048615	Olr1365	ENSG00000168124	OR1F1	3.3852051667816063	-5.926212059308259	15.164857402086438	6.125961401735971e-17	1.4540990380587282e-13	25.365699226281876
ENSRNOG00000036782	Svs3b	ENSG00000124233	SEMG1	5.004224480327568	-5.83718110292202	14.471858039605628	2.523563212854723e-16	5.391088091621545e-13	23.780644353669317
ENSRNOG00000036782	Svs3b	ENSG00000124157	SEMG2	5.004224480327568	-5.83718110292202	14.471858039605628	2.523563212854723e-16	5.391088091621545e-13	23.780644353669317
ENSRNOG00000027821	Lcn9	ENSG00000148386	LCN9	8.056761557138563	-5.372989132890925	14.21819729257545	4.2896425306625096e-16	8.330875762049381e-13	25.684353358471377
ENSRNOG00000004839	B4galnt1	ENSG00000135454	B4GALNT1	5.912773670920593	2.4658387219386277	14.110727156616885	5.381797196684045e-16	9.58094445939677e-13	26.327064957851306
ENSRNOG00000029465	Slc26a10			10.763884631865857	0.2794281312902227	13.523255718974953	1.9008949199111055e-15	3.1237552441585346e-12	24.76989182664189
ENSRNOG00000050841	Ache	ENSG00000087085	ACHE	5.13798720903085	2.7744086221704447	13.39236040242951	2.5311082820147982e-15	3.6048044152454757e-12	24.849597173327446
ENSRNOG00000000410	Nepn			8.75120423250224	-4.938367964676145	13.408574661073857	2.44265312258432e-15	3.6048044152454757e-12	24.60501474560472
ENSRNOG00000032699	Ttyh1	ENSG00000167614	TTYH1	5.544418850363848	1.1307847199537857	13.179833968177006	4.045709367091573e-15	5.40178057557358e-12	24.25880664592809
ENSRNOG00000048743	AABR07018273.1			2.8133589525115728	-5.957809379412424	12.672777632500203	1.2648118209157154e-14	1.2871272395402709e-11	21.481052282458055
ENSRNOG00000047758	RGD1562932			2.9566525414643614	-5.949767528934786	12.67262332985196	1.2652563792700317e-14	1.2871272395402709e-11	21.42436225338896
ENSRNOG00000050293	Olr1569	ENSG00000196071	OR2L13	2.8133589525115728	-5.957809379412424	12.672777632500203	1.2648118209157154e-14	1.2871272395402709e-11	21.481052282458055
ENSRNOG00000009146	Vom2r26			2.9566525414643614	-5.949767528934786	12.67262332985196	1.2652563792700317e-14	1.2871272395402709e-11	21.42436225338896
ENSRNOG00000016116	Hoxc12	ENSG00000123407	HOXC12	2.8133589525115728	-5.957809379412424	12.672777632500203	1.2648118209157154e-14	1.2871272395402709e-11	21.481052282458055
ENSRNOG00000050090	Slc6a17	ENSG00000197106	SLC6A17	4.628846447456571	3.7437754748895014	12.3266823074395	2.8017199904156066e-14	2.6689265693589134e-11	22.515840484928574
ENSRNOG00000051006	Ufsp1	ENSG00000176125	UFSP1	3.9141940424216473	3.032917791169059	12.315783631811833	2.873440579284511e-14	2.6689265693589134e-11	22.47715940601281
ENSRNOG00000032967	Tuba3b			11.070125696609779	-4.444371893289089	12.239830637238382	3.4282838287944044e-14	3.051601143105619e-11	22.229556843420134
ENSRNOG00000016659	Habp2	ENSG00000148702	HABP2	9.666696964716724	-4.946176329902963	11.805424359989617	9.538003948360746e-14	8.150415133953225e-11	21.18110095409136
ENSRNOG00000049118	Olr1372	ENSG00000168124	OR1F1	2.3940326649792825	-5.98136484903895	11.698484063545303	1.2313950861229266e-13	1.0117805086478493e-10	19.747011320366095
ENSRNOG00000018694	Lipg	ENSG00000101670	LIPG	7.6923286067502845	1.5544080304706456	11.650311821533371	1.3822056842480515e-13	1.0936318530589304e-10	20.895654509802945
ENSRNOG00000050039	AABR07070858.1			10.462059315510498	-5.088608015679693	11.57483474495414	1.6574504506524673e-13	1.2645754991888805e-10	20.705607796444372
ENSRNOG00000045783	Olr6			4.220663004898054	-5.826327314395374	11.557126599928226	1.7297724399296942e-13	1.2742458149730366e-10	18.709302072246807
ENSRNOG00000018739	Pax7	ENSG00000009709	PAX7	7.288837708272334	-5.515961092408622	11.308156603745232	3.166522274663397e-13	2.2548805117878052e-10	19.392891826378214
ENSRNOG00000000401	Gprc6a	ENSG00000173612	GPRC6A	4.120345664278316	-5.831463917615312	11.123373485930376	4.985124935880336e-13	3.435394322748762e-10	17.908166993303283
