ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSRNOG00000002578	Serpinb3a	ENSG00000057149	SERPINB3	862.4829289038495	-29.076603095652846	1.6327169104190562	-17.80872293911012	6.0473907586401365e-71	1.1158040688766916e-66
ENSRNOG00000002578	Serpinb3a	ENSG00000206073	SERPINB4	862.4829289038495	-29.076603095652846	1.6327169104190562	-17.80872293911012	6.0473907586401365e-71	1.1158040688766916e-66
ENSRNOG00000007387	Per1	ENSG00000179094	PER1	1779.6712437458473	2.5828456588514364	0.19617852963839053	13.165791708258347	1.3808255572680142e-39	1.2738806178576065e-35
ENSRNOG00000011483	S100a9	ENSG00000163220	S100A9	1529.1416012115092	-6.677702025084082	0.6112686652208003	-10.924332302674124	8.81865913694449e-28	5.423769324525426e-24
ENSRNOG00000030170	Krt10	ENSG00000186395	KRT10	10545.698621255759	-7.374204794981817	0.6939828014507512	-10.625918653266698	2.2577815421350308e-26	1.0414581808483364e-22
ENSRNOG00000037430	Chfr	ENSG00000072609	CHFR	1848.779393805191	-1.1735429847178156	0.11262165206636016	-10.420225269172288	2.0047778948157768e-25	7.398031387449179e-22
ENSRNOG00000021027	Dbp	ENSG00000105516	DBP	4821.56309500159	3.3736915923626642	0.3269144754761399	10.319798740783797	5.734323057559786e-25	1.7633999122505936e-21
ENSRNOG00000019383	Tef	ENSG00000167074	TEF	3457.1549069311327	2.462321386589677	0.24153539367302357	10.194453695357886	2.0992140488188463e-24	5.533228344965219e-21
ENSRNOG00000002843	Cxcl6	ENSG00000124875	CXCL6	14943.654674733014	-6.182772645411883	0.6455780613029579	-9.577110834487328	9.979754176352182e-22	2.3017055538484264e-18
ENSRNOG00000016632	Dsg3	ENSG00000134757	DSG3	994.9678980059705	-5.465321562241791	0.5738260839979497	-9.524351915416448	1.6607490627320911e-21	3.404720106274424e-18
ENSRNOG00000028651	RGD1566386			231.18017065745144	1.644907465100145	0.1738655024972156	9.460804135808871	3.055840070628107e-21	5.63833051431592e-18
ENSRNOG00000018413	Per3	ENSG00000049246	PER3	1795.060081221316	2.6095277202637446	0.2826566750120029	9.232146101460126	2.6526291229956312e-20	4.4494236316720356e-17
ENSRNOG00000016257	Cotl1	ENSG00000103187	COTL1	6620.367093122604	-1.9114294701951255	0.2115510868131196	-9.035309149149622	1.6353950986699968e-19	2.514556247130009e-16
ENSRNOG00000009329	Nr1d1	ENSG00000126368	NR1D1	3011.0461934664695	3.2360427298437475	0.3692526245681029	8.763763652672182	1.8883752799877878e-18	2.6801855608503596e-15
ENSRNOG00000046912	Nr1d2	ENSG00000174738	NR1D2	4033.6564095011486	1.9049539861968878	0.21922748820894786	8.689393842715825	3.643783957261327e-18	4.802246985387768e-15
ENSRNOG00000014385	Wnt2b	ENSG00000134245	WNT2B	178.71687080157693	4.212602626482173	0.4867108753133968	8.65524655427033	4.918472726691971e-18	5.6719212675120974e-15
ENSRNOG00000008422	Lpo	ENSG00000167419	LPO	19974.09151126001	-7.446417911173108	0.8598299256496036	-8.66033815413824	4.703668276520712e-18	5.6719212675120974e-15
ENSRNOG00000019184	Npr3	ENSG00000113389	NPR3	294.02244159855826	3.5998254183759197	0.41885990377618953	8.594342370616175	8.374299643316306e-18	9.089070748166421e-15
ENSRNOG00000005776	Bcl11b	ENSG00000127152	BCL11B	411.54278581855687	-3.5976956488020493	0.4193426017353831	-8.579370743429248	9.53935473049335e-18	9.778368562907379e-15
ENSRNOG00000028996	Krt1	ENSG00000167768	KRT1	1652.5725241695004	-6.9937576516385365	0.81664202424282	-8.564043294395802	1.0897688845145873e-17	1.0582802993778236e-14
ENSRNOG00000006989	Vamp2	ENSG00000220205	VAMP2	2613.3654416607565	1.1948585361970687	0.13998782404288346	8.535446167311232	1.3961560142017288e-17	1.2880237309018047e-14
ENSRNOG00000006989	Vamp2	ENSG00000263620	AC129492.3	2613.3654416607565	1.1948585361970687	0.13998782404288346	8.535446167311232	1.3961560142017288e-17	1.2880237309018047e-14
ENSRNOG00000045539	Dusp11	ENSG00000144048	DUSP11	1221.0412662569872	-1.1223894154757181	0.13255911192662206	-8.46708611096471	2.5160808174829288e-17	2.2106765315894056e-14
